管理番号,レセ電算名称,レセ電算コード,診療報酬点数表コード（Kコード）,ICD9CMコードの複数対応,ICD9CMコード1,ICD9CMコード2,ICD9CMコード3,ICD9CMコード4,ICD9CMコード5,細分類の有無,9CM用細分類数,9CM用細分類1,9CM用細分類2,9CM用細分類3,9CM用細分類4,9CM用細分類5,9CM用細分類6,9CM用細分類7,9CM用細分類8,9CM用細分類9,9CM用細分類10,9CM用細分類11,9CM用細分類12,9CM用細分類13,9CM用細分類14,9CM用細分類15,r_9CM_Ver,予備項目1,変更区分
33175,二関節固定術と後方制動術,150049350,K080-00,,8117,,,,,,,,,,,,,,,,,,,,,,19990630,,
33178,関節形成手術（股）,150048310,K080-00,,8140,,,,,,,,,,,,,,,,,,,,,,19990630,,
33191,関節形成手術（膝）,150048410,K080-00,,8147,,,,,,,,,,,,,,,,,,,,,,19990630,,
33245,関節形成手術（胸鎖）,150048510,K080-00,,8183,,,,,,,,,,,,,,,,,,,,,,19990630,,
33246,関節形成手術（肩）,150048210,K080-00,,8183,,,,,,,,,,,,,,,,,,,,,,19990630,,
33247,関節形成手術（肩鎖）,150048910,K080-00,,8183,,,,,,,,,,,,,,,,,,,,,,19990630,,
33254,関節形成手術（肘）,150048610,K080-00,,8185,,,,,,,,,,,,,,,,,,,,,,19990630,,
34220,関節形成手術（指）,150049010,K080-00,u,-,,,,,1.0,2.0,33222.0,32603.0,,,,,,,,,,,,,,19990630,,
34221,関節形成手術（手）,150048710,K080-00,u,-,,,,,1.0,2.0,33223.0,33234.0,,,,,,,,,,,,,,19990630,,
34222,関節形成手術（足）,150048810,K080-00,u,-,,,,,1.0,2.0,33192.0,33206.0,,,,,,,,,,,,,,19990630,,
34558,関節挿入膜作成加算,150049170,K080-00,u,-,,,,,,,,,,,,,,,,,,,,,,19990630,,
33413,内反足手術,150049250,K080-02,,8384,,,,,,,,,,,,,,,,,,,,,,19990630,,
33201,人工骨頭挿入術（股）,150049510,K081-00,,8152,,,,,,,,,,,,,,,,,,,,,,19990630,,
33243,人工骨頭挿入術（肩）,150049410,K081-00,,8181,,,,,,,,,,,,,,,,,,,,,,19990630,,
33253,人工骨頭挿入術（肘）,150049810,K081-00,,8184,,,,,,,,,,,,,,,,,,,,,,19990630,,
34395,人工骨頭挿入術（指）,150050210,K081-00,u,-,,,,,1.0,2.0,33220.0,33209.0,,,,,,,,,,,,,,19990630,,
34396,人工骨頭挿入術（手）,150049910,K081-00,u,-,,,,,1.0,2.0,33221.0,33233.0,,,,,,,,,,,,,,19990630,,
34397,人工骨頭挿入術（足）,150050010,K081-00,u,-,,,,,1.0,2.0,33195.0,33194.0,,,,,,,,,,,,,,19990630,,
33200,人工関節置換術（股）,150050410,K082-00,,8151,,,,,,,,,,,,,,,,,,,,,,19990630,,
33203,人工関節置換術（膝）,150050510,K082-00,,8154,,,,,,,,,,,,,,,,,,,,,,19990630,,
33239,人工関節置換術（胸鎖）,150050610,K082-00,,8180,,,,,,,,,,,,,,,,,,,,,,19990630,,
33240,人工関節置換術（肩）,150050310,K082-00,,8180,,,,,,,,,,,,,,,,,,,,,,19990630,,
33241,人工関節置換術（肩鎖）,150051010,K082-00,,8180,,,,,,,,,,,,,,,,,,,,,,19990630,,
33252,人工関節置換術（肘）,150050710,K082-00,,8184,,,,,,,,,,,,,,,,,,,,,,19990630,,
34392,人工関節置換術（指）,150051110,K082-00,u,-,,,,,1.0,2.0,33207.0,33218.0,,,,,,,,,,,,,,19990630,,
34393,人工関節置換術（手）,150050810,K082-00,u,-,,,,,1.0,2.0,33219.0,33232.0,,,,,,,,,,,,,,19990630,,
34394,人工関節置換術（足）,150050910,K082-00,u,-,,,,,1.0,2.0,33193.0,33208.0,,,,,,,,,,,,,,19990630,,
35001,人工関節抜去術（胸鎖）,150300510,K082-02,,8009,,,,,,,,,,,,,,,,,,,,,,20020401,,
35002,人工関節抜去術（肩）,150300210,K082-02,,8001,,,,,,,,,,,,,,,,,,,,,,20020401,,
35003,人工関節抜去術（肩鎖）,150300910,K082-02,,8001,,,,,,,,,,,,,,,,,,,,,,20020401,,
35004,人工関節抜去術（股）,150300310,K082-02,,8005,,,,,,,,,,,,,,,,,,,,,,20020401,,
35005,人工関節抜去術（指）,150301010,K082-02,u,-,,,,,1.0,2.0,35007.0,35006.0,,,,,,,,,,,,,,20020401,,
35008,人工関節抜去術（手）,150300710,K082-02,u,-,,,,,1.0,2.0,35009.0,35010.0,,,,,,,,,,,,,,20020401,,
35011,人工関節抜去術（足）,150300810,K082-02,u,-,,,,,1.0,2.0,35012.0,35013.0,,,,,,,,,,,,,,20020401,,
35014,人工関節抜去術（膝）,150300410,K082-02,,8006,,,,,,,,,,,,,,,,,,,,,,20020401,,
35015,人工関節抜去術（肘）,150300610,K082-02,,8002,,,,,,,,,,,,,,,,,,,,,,20020401,,
35635,人工関節再置換術（肩）,150255910,K082-03,,8197,,,,,,,,,,,,,,,,,,,,,,20060401,,
35636,人工関節再置換術（股）,150256010,K082-03,,8153,,,,,,,,,,,,,,,,,,,,,,20060401,,
35637,人工関節再置換術（膝）,150256110,K082-03,,8155,,,,,,,,,,,,,,,,,,,,,,20060401,,
35638,人工関節再置換術（胸鎖）,150256210,K082-03,,8197,,,,,,,,,,,,,,,,,,,,,,20060401,,
35639,人工関節再置換術（肘）,150256310,K082-03,,8197,,,,,,,,,,,,,,,,,,,,,,20060401,,
35642,人工関節再置換術（手）,150256410,K082-03,u,-,,,,,1.0,2.0,35640.0,35641.0,,,,,,,,,,,,,,20060401,,
35645,人工関節再置換術（足）,150256510,K082-03,u,-,,,,,1.0,2.0,35643.0,35644.0,,,,,,,,,,,,,,20060401,,
35646,人工関節再置換術（肩鎖）,150256610,K082-03,,8197,,,,,,,,,,,,,,,,,,,,,,20060401,,
35649,人工関節再置換術（指）,150256710,K082-03,u,-,,,,,1.0,2.0,35647.0,35648.0,,,,,,,,,,,,,,20060401,,
33706,鋼線等による直達牽引,150243010,K083-00,,9344,,,,,,,,,,,,,,,,,,,,,,20100630,,
35623,内反足足板挺子固定,150249050,K083-02,,9344,,,,,,,,,,,,,,,,,,,,,,20060401,,
33424,四肢切断術（手）,150051510,K084-00,,8403,,,,,,,,,,,,,,,,,,,,,,19990630,,
33426,四肢切断術（前腕）,150051410,K084-00,,8405,,,,,,,,,,,,,,,,,,,,,,19990630,,
33428,四肢切断術（上腕）,150051310,K084-00,,8407,,,,,,,,,,,,,,,,,,,,,,19990630,,
33430,四肢切断術（肩甲帯）,150051210,K084-00,,8409,,,,,,,,,,,,,,,,,,,,,,19990630,,
33443,四肢切断術（足）,150051810,K084-00,,8412,,,,,,,,,,,,,,,,,,,,,,19990630,,
33454,四肢切断術（下腿）,150051710,K084-00,,8415,,,,,,,,,,,,,,,,,,,,,,19990630,,
33462,四肢切断術（大腿）,150051610,K084-00,,8417,,,,,,,,,,,,,,,,,,,,,,19990630,,
34340,四肢切断術（指）,150051910,K084-00,u,-,,,,,1.0,3.0,33438.0,33422.0,33420.0,,,,,,,,,,,,,19990630,,
34151,肩甲帯離断術,150052050,K084-02,,8409,,,,,,,,,,,,,,,,,,,,,,19990630,,
33427,四肢関節離断術（肘）,150052410,K085-00,,8406,,,,,,,,,,,,,,,,,,,,,,19990630,,
33429,四肢関節離断術（肩）,150052110,K085-00,,8408,,,,,,,,,,,,,,,,,,,,,,19990630,,
33458,四肢関節離断術（膝）,150052310,K085-00,,8416,,,,,,,,,,,,,,,,,,,,,,19990630,,
33466,四肢関節離断術（股）,150052210,K085-00,,8418,,,,,,,,,,,,,,,,,,,,,,19990630,,
34337,四肢関節離断術（指）,150052710,K085-00,u,-,,,,,1.0,3.0,33419.0,33421.0,33437.0,,,,,,,,,,,,,19990630,,
34338,四肢関節離断術（手）,150052510,K085-00,u,-,,,,,1.0,2.0,33423.0,33425.0,,,,,,,,,,,,,,19990630,,
34339,四肢関節離断術（足）,150052610,K085-00,u,-,,,,,1.0,2.0,33442.0,33447.0,,,,,,,,,,,,,,19990630,,
33486,断端形成術（軟部形成のみ）（その他）,150053610,K086-00,,843,,,,,,,,,,,,,,,,,,,,,,19990630,,
33487,断端形成術（軟部形成のみ）（指）,150053510,K086-00,,843,,,,,,,,,,,,,,,,,,,,,,19990630,,
33484,断端形成術（骨形成を要する）（その他）,150053810,K087-00,,843,,,,,,,,,,,,,,,,,,,,,,19990630,,
33485,断端形成術（骨形成を要する）（指）,150053710,K087-00,,843,,,,,,,,,,,,,,,,,,,,,,19990630,,
33483,切断四肢再接合術（四肢）,150053910,K088-00,,8429,,,,,1.0,8.0,33479.0,33480.0,33477.0,33482.0,33481.0,33475.0,33474.0,33476.0,,,,,,,,19990630,,
34416,切断四肢再接合術（指）,150054010,K088-00,u,-,,,,,1.0,3.0,33478.0,33473.0,33472.0,,,,,,,,,,,,,19990630,,
33524,爪甲除去術,150054110,K089-00,,8623,,,,,,,,,,,,,,,,,,,,,,19990630,,
34176,ひょう疽手術（軟部組織）,150054210,K090-00,u,-,,,,,1.0,2.0,33299.0,33359.0,,,,,,,,,,,,,,19990630,,
35347,ひょう疽手術（骨、関節）,150054310,K090-00,u,-,,,,,1.0,8.0,35339.0,35340.0,35341.0,35342.0,35343.0,35344.0,35345.0,35346.0,,,,,,,,20060401,,
34479,風棘手術,150054550,K090-02,u,-,,,,,1.0,2.0,33418.0,33336.0,,,,,,,,,,,,,,19990630,,
33521,陥入爪手術（簡単）,150054610,K091-00,,8623,,,,,,,,,,,,,,,,,,,,,,20020228,,
33522,陥入爪手術（爪床爪母の形成を伴う複雑）,150054710,K091-00,p,8623,8686.0,,,,,,,,,,,,,,,,,,,,,20020228,,
35348,手根管開放手術,150055110,K093-00,,0443,,,,,,,,,,,,,,,,,,,,,,20060401,,
35924,関節鏡下手根管開放手術,150314110,K093-02,p,0443,8023.0,,,,,,,,,,,,,,,,,,,,,20100630,,
33174,足三関節固定（ランブリヌディ）手術,150055410,K094-00,,8112,,,,,,,,,,,,,,,,,,,,,,19990630,,
33289,手掌異物摘出術,150055710,K097-00,,8204,,,,,,,,,,,,,,,,,,,,,,19990630,,
33342,足底異物摘出術,150055810,K097-00,,8309,,,,,,,,,,,,,,,,,,,,,,19990630,,
33307,手掌屈筋腱縫合術,150055910,K098-00,,8244,,,,,,,,,,,,,,,,,,,,,,19990630,,
33656,指瘢痕拘縮手術,150056010,K099-00,,8684,,,,,,,,,,,,,,,,,,,,,,19990630,,
34754,デュプイトレン拘縮手術（１指）,150290710,K099-02,u,-,,,,,1.0,2.0,34756.0,34755.0,,,,,,,,,,,,,,20020228,,
34757,デュプイトレン拘縮手術（２指から３指）,150290810,K099-02,u,-,,,,,1.0,2.0,34759.0,34758.0,,,,,,,,,,,,,,20020228,,
34760,デュプイトレン拘縮手術（４指以上）,150290910,K099-02,u,-,,,,,1.0,2.0,34761.0,34762.0,,,,,,,,,,,,,,20020228,,
33529,多指症手術（骨関節、腱の形成を要する）,150056310,K100-00,,8626,,,,,,,,,,,,,,,,,,,,,,20020228,,
33530,多指症手術（軟部形成のみ）,150056210,K100-00,,8626,,,,,,,,,,,,,,,,,,,,,,19990630,,
33659,合指症手術（骨関節、腱の形成を要する）,150056610,K101-00,,8685,,,,,,,,,,,,,,,,,,,,,,20020228,,
33660,合指症手術（軟部形成のみ）,150056510,K101-00,,8685,,,,,,,,,,,,,,,,,,,,,,19990630,,
33332,指癒着症手術（骨関節、腱の形成を要する）,150056950,K101-02,,8291,,,,,,,,,,,,,,,,,,,,,,20020228,,
33333,指癒着症手術（軟部形成のみ）,150056850,K101-02,,8291,,,,,,,,,,,,,,,,,,,,,,19990630,,
33324,巨指症手術（骨関節、腱の形成を要する）,150057210,K102-00,,8283,,,,,,,,,,,,,,,,,,,,,,20020228,,
33325,巨指症手術（軟部形成のみ）,150057110,K102-00,,8283,,,,,,,,,,,,,,,,,,,,,,19990630,,
33326,屈指症手術（骨関節、腱の形成を要する）,150057510,K103-00,p,8289,7849.0,8172,,,,,,,,,,,,,,,,,,,,20020228,,
33327,屈指症手術（軟部形成のみ）,150057410,K103-00,,8289,,,,,,,,,,,,,,,,,,,,,,19990630,,
33328,斜指症手術（骨関節、腱の形成を要する）,150057810,K103-00,p,8289,7849.0,8172,,,,,,,,,,,,,,,,,,,,20020228,,
33329,斜指症手術（軟部形成のみ）,150057710,K103-00,,8289,,,,,,,,,,,,,,,,,,,,,,19990630,,
33323,裂手手術,150058010,K105-00,,8282,,,,,,,,,,,,,,,,,,,,,,19990630,,
33415,裂足手術,150058110,K105-00,,8389,,,,,,,,,,,,,,,,,,,,,,19990630,,
34141,母指化手術,150058210,K106-00,,8261,,,,,,,,,,,,,,,,,,,,,,20080331,,
33322,指移植手術,150058310,K107-00,,8281,,,,,,,,,,,,,,,,,,,,,,19990630,,
33315,母指対立再建術,150058410,K108-00,,8269,,,,,,,,,,,,,,,,,,,,,,19990630,,
33622,神経血管柄付植皮術（手）,150058510,K109-00,,8661,,,,,,,,,,,,,,,,,,,,,,19990630,,
33655,神経血管柄付植皮術（足）,150251810,K109-00,,8674,,,,,,,,,,,,,,,,,,,,,,19990630,,
32821,第四足指短縮症手術,150058610,K110-00,,7839,,,,,,,,,,,,,,,,,,,,,,19990630,,
32841,第一足指外反症矯正手術,150058710,K110-02,,7849,,,,,,,,,,,,,,,,,,,,,,19990630,,
31901,腸骨窩膿瘍切開術,150058810,K112-00,,540,,,,,,,,,,,,,,,,,,,,,,19990630,,
31954,腸骨窩膿瘍掻爬術,150058910,K113-00,,544,,,,,,,,,,,,,,,,,,,,,,19990630,,
32701,骨盤骨掻爬術,150059410,K116-00,,7769,,,,,,,,,,,,,,,,,,,,,,19990630,,
32705,脊椎骨掻爬術,150059310,K116-00,,7769,,,,,,,,,,,,,,,,,,,,,,19990630,,
32956,脊椎脱臼非観血的整復術,150059510,K117-00,,7979,,,,,,,,,,,,,,,,,,,,,,19990630,,
35349,頸椎非観血的整復術,150059650,K117-02,,9342,,,,,,,,,,,,,,,,,,,,,,20060401,,
33079,椎間板ヘルニア徒手整復術,150059750,K117-03,,8059,,,,,,,,,,,,,,,,,,,,,,19990630,,
35350,脊椎、骨盤脱臼観血的手術,150059810,K118-00,,7989,,,,,,,,,,,,,,,,,,,,,,20100630,,
32972,仙腸関節脱臼観血的手術,150060210,K119-00,,7989,,,,,,,,,,,,,,,,,,,,,,19990630,,
32973,恥骨結合離開観血的手術,150060310,K120-00,,7989,,,,,,,,,,,,,,,,,,,,,,19990630,,
33753,恥骨結合離開非観血的整復固定術,150017950,K120-02,p,9356,9346.0,,,,,,,,,,,,,,,,,,,,,19990630,,
32872,骨盤骨折非観血的整復術,150060410,K121-00,,7909,,,,,1.0,1.0,32885.0,,,,,,,,,,,,,,,19990630,,
32912,腸骨翼骨折観血的手術,150060810,K124-00,,7929,,,,,1.0,1.0,32939.0,,,,,,,,,,,,,,,19990630,,
32910,骨盤骨折観血的手術（腸骨翼骨折を除く）,150060910,K125-00,,7929,,,,,1.0,1.0,32936.0,,,,,,,,,,,,,,,19990630,,
32856,骨盤骨（軟骨）組織採取術（試験切除）（その他）,150061510,K126-00,,7889,,,,,,,,,,,,,,,,,,,,,,19990630,,
32857,骨盤骨（軟骨）組織採取術（試験切除）（腸骨翼）,150061410,K126-00,,7889,,,,,,,,,,,,,,,,,,,,,,19990630,,
32858,骨盤骨（軟骨）組織採取術（試験切除）（棘突起）,150061310,K126-00,,7889,,,,,,,,,,,,,,,,,,,,,,19990630,,
32859,脊椎骨（軟骨）組織採取術（試験切除）（その他）,150061210,K126-00,,7889,,,,,,,,,,,,,,,,,,,,,,19990630,,
32860,脊椎骨（軟骨）組織採取術（試験切除）（腸骨翼）,150061110,K126-00,,7889,,,,,,,,,,,,,,,,,,,,,,19990630,,
32861,脊椎骨（軟骨）組織採取術（試験切除）（棘突起）,150061010,K126-00,,7889,,,,,,,,,,,,,,,,,,,,,,19990630,,
34332,骨盤内異物（挿入物）除去術,150061910,K128-00,u,-,,,,,1.0,2.0,32854.0,32598.0,,,,,,,,,,,,,,19990630,,
34415,脊椎内異物（挿入物）除去術,150061810,K128-00,u,-,,,,,1.0,2.0,32855.0,32599.0,,,,,,,,,,,,,,19990630,,
35925,内視鏡下椎弓切除術,150314210,K131-02,,0309,,,,,,,,,,,,,,,,,,,,,,20060401,,
33070,骨形成的片側椎弓切除術と髄核摘出術,150072950,K142-00,,8051,,,,,,,,,,,,,,,,,,,,,,19990630,,
30040,黄色靱帯骨化症手術,150062910,K133-00,,0309,,,,,,,,,,,,,,,,,,,,,,20100630,,
33075,椎間板摘出術（経皮的髄核摘出術）,150273310,K134-00,,8051,,,,,,,,,,,,,,,,,,,,,,19990630,,
33076,椎間板摘出術（後方摘出術）,150063210,K134-00,,8051,,,,,,,,,,,,,,,,,,,,,,19990630,,
33077,椎間板摘出術（前方摘出術）,150063110,K134-00,,8051,,,,,,,,,,,,,,,,,,,,,,19990630,,
33078,椎間板摘出術（側方摘出術）,150063310,K134-00,,8051,,,,,,,,,,,,,,,,,,,,,,19990630,,
35926,内視鏡下椎間板摘出（切除）術（前方摘出術）,150314310,K134-02,,8051,,,,,,,,,,,,,,,,,,,,,,20060401,,
35927,内視鏡下椎間板摘出（切除）術（後方摘出術）,150314410,K134-02,,8051,,,,,,,,,,,,,,,,,,,,,,20060401,,
32702,骨盤腫瘍切除術,150063810,K135-00,,7769,,,,,,,,,,,,,,,,,,,,,,19990630,,
32706,脊椎腫瘍切除術,150063710,K135-00,,7769,,,,,,,,,,,,,,,,,,,,,,19990630,,
34331,骨盤悪性腫瘍手術,150064010,K136-00,u,-,,,,,1.0,3.0,32700.0,32794.0,32747.0,,,,,,,,,,,,,19990630,,
34414,脊椎悪性腫瘍手術,150063910,K136-00,u,-,,,,,1.0,2.0,32750.0,32704.0,,,,,,,,,,,,,,19990630,,
35356,骨盤切断術,150064210,K137-00,,8419,,,,,,,,,,,,,,,,,,,,,,20060401,,
30060,脊椎披裂手術（その他）,150064510,K138-00,,0359,,,,,,,,,,,,,,,,,,,,,,19990630,,
30061,脊椎披裂手術（神経処置を伴う）,150064410,K138-00,,0359,,,,,,,,,,,,,,,,,,,,,,19990630,,
34075,脊椎骨切り術,150064610,K139-00,,7739,,,,,,,,,,,,,,,,,,,,,,20080331,,
34074,骨盤骨切り術,150064710,K140-00,,7739,,,,,,,,,,,,,,,,,,,,,,20080331,,
34112,臼蓋形成手術,150064810,K141-00,,8140,,,,,,,,,,,,,,,,,,,,,,20080331,,
35928,寛骨臼移動術,150314510,K141-02,,8140,,,,,,,,,,,,,,,,,,,,,,20060401,,
36349,アンカー補強手術（矯正術前提）,150349950,K142-00,,8100,,,,,,,,,,,,,,,,,,,,,,20100630,,
36291,脊椎側弯症手術（矯正術）（初回挿入）,150343910,K142-02,,8100,,,,,,,,,,,,,,,,,,,,,,20100630,,
36292,脊椎側弯症手術（矯正術）（交換術）,150344010,K142-02,,8100,,,,,,,,,,,,,,,,,,,,,,20100630,,
36293,脊椎側弯症手術（矯正術）（伸展術）,150344110,K142-02,,8100,,,,,,,,,,,,,,,,,,,,,,20100630,,
36294,脊椎側弯症手術（矯正術）（交換術）（胸郭変形矯正用材料使用）,150344250,K142-02,,8100,,,,,,,,,,,,,,,,,,,,,,20100630,,
33165,脊椎側弯症手術（固定術）,150282750,K142-02,,8100,,,,,1.0,1.0,33172.0,,,,,,,,,,,,,,,20100630,,
35931,内視鏡下脊椎固定術（胸椎又は腰椎前方固定）,150314810,K142-03,,8104,,,,,,,,,,,,,,,,,,,,,,20060401,,
33176,仙腸関節固定術,150066110,K143-00,,8129,,,,,,,,,,,,,,,,,,,,,,19990630,,
33708,体外式脊椎固定術,150243210,K144-00,,9351,,,,,,,,,,,,,,,,,,,,,,20020228,,
35357,穿頭脳室ドレナージ術,150066210,K145-00,,0102,,,,,,,,,,,,,,,,,,,,,,20100630,,
30025,頭蓋開溝術,150067010,K146-00,,016,,,,,,,,,,,,,,,,,,,,,,20020228,,
30003,慢性硬膜下血腫洗浄・除去術（穿頭）,150248250,K164-02,,0109,,,,,,,,,,,,,,,,,,,,,,19990630,,
30008,穿頭術（トレパナチオン）,150067110,K147-00,,0124,,,,,,,,,,,,,,,,,,,,,,19990630,,
30006,試験開頭術,150067210,K148-00,,0124,,,,,,,,,,,,,,,,,,,,,,20020228,,
30009,穿頭術及び試験開頭術を２か所以上,150067350,K148-00,,0124,,,,,,,,,,,,,,,,,,,,,,20020401,,
30005,減圧開頭術（その他）,150067410,K149-00,,0124,,,,,,,,,,,,,,,,,,,,,,20080331,,
36175,減圧開頭術（キアリ奇形、脊髄空洞症）,150335610,K149-00,,0124,,,,,,,,,,,,,,,,,,,,,,20080331,,
30016,脳膿瘍排膿術,150067510,K150-00,,0139,,,,,,,,,,,,,,,,,,,,,,19990630,,
34805,広範囲頭蓋底腫瘍切除・再建術,150291010,K151-02,p,0159,292.0,,,,,,,,,,,,,,,,,,,,,20020228,,
30037,耳性頭蓋内合併症手術,150067710,K152-00,,0299,,,,,,,,,,,,,,,,,,,,,,19990630,,
30007,耳科的硬脳膜外膿瘍切開術,150067850,K152-02,,0124,,,,,,,,,,,,,,,,,,,,,,19990630,,
30039,鼻性頭蓋内合併症手術,150067910,K153-00,,0299,,,,,,,,,,,,,,,,,,,,,,19990630,,
30017,レンズ核破壊術（片側）,150068150,K154-00,,0142,,,,,,,,,,,,,,,,,,,,,,20100630,,
30018,脳淡蒼球内オイルプロカイン注入療法（脳深部定位手術）（片側）,150068250,K154-00,,0142,,,,,,,,,,,,,,,,,,,,,,20100630,,
35359,機能的定位脳手術（片側）,150068010,K154-00,p,0159,109.0,,,,,,,,,,,,,,,,,,,,,20060401,,
35932,機能的定位脳手術（両側）,150314910,K154-00,p,0159,109.0,,,,,,,,,,,,,,,,,,,,,20060401,,
36102,レンズ核破壊術（両側）,150329050,K154-00,,0159,,,,,,,,,,,,,,,,,,,,,,20100630,,
36103,脳淡蒼球内オイルプロカイン注入療法（脳深部定位手術）（両側）,150329150,K154-00,,0142,,,,,,,,,,,,,,,,,,,,,,20100630,,
34799,顕微鏡使用によるてんかん手術（焦点切除術）,150291110,K154-02,,0159,,,,,,,,,,,,,,,,,,,,,,20020228,,
34800,顕微鏡使用によるてんかん手術（側頭葉切除術）,150291210,K154-02,,0153,,,,,,,,,,,,,,,,,,,,,,20020228,,
34801,顕微鏡使用によるてんかん手術（脳梁離断術）,150291310,K154-02,,0132,,,,,,,,,,,,,,,,,,,,,,20020228,,
30014,脳切截術（開頭）,150068310,K155-00,,0139,,,,,,,,,,,,,,,,,,,,,,19990630,,
30047,延髄における脊髄視床路切截術,150068410,K156-00,,0329,,,,,,,,,,,,,,,,,,,,,,19990630,,
30076,三叉神経節後線維切截術,150068510,K157-00,,0402,,,,,,,,,,,,,,,,,,,,,,19990630,,
30129,視神経管開放術,150068610,K158-00,,0442,,,,,,,,,,,,,,,,,,,,,,19990630,,
30128,顔面神経減圧手術（乳様突起経由）,150068710,K159-00,,0442,,,,,,,,,,,,,,,,,,,,,,19990630,,
30127,顔面神経管開放術,150068850,K159-02,,0442,,,,,,,,,,,,,,,,,,,,,,19990630,,
30038,脳神経手術（開頭）,150068910,K160-00,,0299,,,,,,,,,,,,,,,,,,,,,,19990630,,
30011,頭蓋内微小血管減圧術,150069050,K160-02,u,-,,,,,1.0,2.0,34913.0,34914.0,,,,,,,,,,,,,,20020228,,
30026,頭蓋骨腫瘍摘出術,150069110,K161-00,,016,,,,,,,,,,,,,,,,,,,,,,19990630,,
34447,頭皮、頭蓋骨悪性腫瘍手術,150069210,K162-00,u,-,,,,,1.0,3.0,30028.0,33575.0,33546.0,,,,,,,,,,,,,19990630,,
30027,頭蓋骨膜下血腫摘出術,150069410,K163-00,,016,,,,,,,,,,,,,,,,,,,,,,19990630,,
30010,頭蓋内血腫除去術（開頭）（硬膜外）,150069510,K164-00,,0124,,,,,,,,,,,,,,,,,,,,,,19990630,,
30012,頭蓋内血腫除去術（開頭）（硬膜下）,150069610,K164-00,,0131,,,,,,,,,,,,,,,,,,,,,,19990630,,
30013,頭蓋内血腫除去術（開頭）（脳内）,150069710,K164-00,,0139,,,,,,,,,,,,,,,,,,,,,,19990630,,
30004,慢性硬膜下血腫穿孔洗浄術,150273410,K164-02,,0109,,,,,,,,,,,,,,,,,,,,,,19990630,,
35360,脳血管塞栓摘出術,150069850,K164-03,,3801,,,,,,,,,,,,,,,,,,,,,,20080331,,
35361,脳血管血栓摘出術,150069950,K164-03,,3801,,,,,,,,,,,,,,,,,,,,,,20080331,,
36176,定位的脳内血腫除去術,150335710,K164-04,,0139,,,,,,,,,,,,,,,,,,,,,,20080331,,
30015,脳内異物摘出術,150070010,K165-00,,0139,,,,,,,,,,,,,,,,,,,,,,19990630,,
30024,脳膿瘍全摘術,150070110,K166-00,,0159,,,,,,,,,,,,,,,,,,,,,,19990630,,
30022,頭蓋内腫瘤摘出術,150070210,K167-00,,0159,,,,,,,,,,,,,,,,,,,,,,19990630,,
30023,脳切除術,150070310,K168-00,,0159,,,,,,,,,,,,,,,,,,,,,,20020228,,
30021,頭蓋内腫瘍摘出術（松果体部腫瘍）,150070510,K169-00,,0159,,,,,,,,,,,,,,,,,,,,,,19990630,,
35710,頭蓋内腫瘍摘出術（その他）,150284510,K169-00,,0159,,,,,,,,,,,,,,,,,,,,,,20060401,,
30087,経耳的聴神経腫瘍摘出術,150070810,K170-00,,0407,,,,,,,,,,,,,,,,,,,,,,19990630,,
30249,経鼻的下垂体腫瘍摘出術,150071010,K171-00,,0762,,,,,,,,,,,,,,,,,,,,,,19990630,,
31010,脳動静脈奇形摘出術,150071110,K172-00,,3861,,,,,,,,,,,,,,,,,,,,,,19990630,,
30033,脳・脳膜脱手術,150071310,K173-00,,0212,,,,,,,,,,,,,,,,,,,,,,19990630,,
35017,水頭症手術（シャント手術）,150301710,K174-00,u,-,,,,,1.0,3.0,35019.0,35018.0,35020.0,,,,,,,,,,,,,20020401,,
35743,水頭症手術（脳室穿破術）（神経内視鏡手術による）,150301610,K174-00,p,022,118.0,,,,,,,,,,,,,,,,,,,,,20060401,,
30073,髄液シャント抜去術,150071650,K174-02,,0398,,,,,,,,,,,,,,,,,,,,,,19990630,,
31120,脳動脈瘤被包術（１箇所）,150243410,K175-00,,3952,,,,,,,,,,,,,,,,,,,,,,19990630,,
31121,脳動脈瘤被包術（２箇所以上）,150243510,K175-00,,3952,,,,,,,,,,,,,,,,,,,,,,19990630,,
31118,脳動脈瘤流入血管クリッピング（開頭）（１箇所）,150243610,K176-00,,3951,,,,,,,,,,,,,,,,,,,,,,19990630,,
31119,脳動脈瘤流入血管クリッピング（開頭）（２箇所以上）,150243710,K176-00,,3951,,,,,,,,,,,,,,,,,,,,,,19990630,,
36295,バイパス術併用加算,150344370,K177-00,u,-,,,,,,,,,,,,,,,,,,,,,,20100630,,
31116,脳動脈瘤頸部クリッピング（１箇所）,150243810,K177-00,,3951,,,,,,,,,,,,,,,,,,,,,,19990630,,
31117,脳動脈瘤頸部クリッピング（２箇所以上）,150243910,K177-00,,3951,,,,,,,,,,,,,,,,,,,,,,19990630,,
36296,脳血管内手術（２箇所以上）,150344410,K178-00,p,0159,3999.0,,,,,,,,,,,,,,,,,,,,,20100630,,
31180,脳血管内手術（１箇所）,150254910,K178-00,,3999,,,,,,,,,,,,,,,,,,,,,,20100630,,
31109,経皮的脳血管形成術,150273510,K178-02,,3950,,,,,,,,,,,,,,,,,,,,,,19990630,,
35036,経皮的選択的脳血栓・塞栓溶解術（頸部脳血管）（内頸、椎骨動脈）,150301210,K178-03,p,9910,3891.0,,,,,,,,,,,,,,,,,,,,,20100630,,
